HDR_MIC;HDR_MESSAGETYPE;HDR_TOPICID;HDR_PARTITIONID;HDR_OFFSETID;HDR_THREADID;produceTime;consumeTime;versionID;eMM;marketModel;iMSActive;valuationTradeType;aIPType;dynamicCollarReferencePriceSource;dynamicCollarLogic;collarUnhaltDelay;collarMaxUnhaltNb;collarUncrossingExpansionFactor;staticCollarLogic;staticCollarReferencePriceSource;rFEConfirmationPeriod;orderPriceControlReferencePriceSource;offerOnlyAuthorizationIndicator
-;12233A;MTXCREFD;0;3590;K2CDWMTXCREFD;1707914795485974272;9405479176798021575;331;14;6;138;5;1;98;2;1930870587;250;57;0;139;8882960;49;252
-;12233A;MTXCREFD;0;3590;K2CDWMTXCREFD;1707914795485974272;9405479176798021575;331;1;8;144;3;3;173;2;3804784275;234;169;1;105;-714016659;127;89
-;12233A;MTXCREFD;0;3591;K2CDWMTXCREFD;1707914795489054208;13689111568215552470;331;5;1;243;4;3;162;2;3815517826;231;49;1;106;-18916156;189;249
-;12233A;MTXCREFD;0;3591;K2CDWMTXCREFD;1707914795489054208;13689111568215552470;331;6;5;215;3;1;10;2;3243261793;210;96;0;173;-7346843;114;193
-;12233A;MTXCREFD;0;3591;K2CDWMTXCREFD;1707914795489054208;13689111568215552470;331;7;3;219;0;3;81;2;2222728950;158;109;0;25;57682020;165;234
-;12233A;MTXCREFD;0;3591;K2CDWMTXCREFD;1707914795489054208;13689111568215552470;331;9;3;243;3;0;120;2;4016891452;140;217;0;144;2068963612;30;82
-;12233A;MTXCREFD;0;3591;K2CDWMTXCREFD;1707914795489054208;13689111568215552470;331;15;4;179;6;1;102;2;1966388986;211;112;0;221;-82181608;132;239
-;12233A;MTXCREFD;0;3592;K2CDWMTXCREFD;1707914795492140544;17342631264885201105;331;99;1;222;5;2;41;3;3023360629;218;193;1;177;-65414831;51;196
-;12233A;MTXCREFD;0;3592;K2CDWMTXCREFD;1707914795492140544;17342631264885201105;331;5;1;210;5;2;167;3;4236171055;125;22;0;168;1152335073;35;251
-;12233A;MTXCREFD;0;3592;K2CDWMTXCREFD;1707914795492140544;17342631264885201105;331;5;6;197;0;1;155;3;2346651341;122;129;1;213;2137929068;65;209
-;12233A;MTXCREFD;0;3592;K2CDWMTXCREFD;1707914795492140544;17342631264885201105;331;9;3;177;4;1;30;2;2047406966;170;10;1;216;-213296152;215;132
-;12233A;MTXCREFD;0;3592;K2CDWMTXCREFD;1707914795492140544;17342631264885201105;331;10;7;123;6;0;175;2;2529450068;150;81;0;93;495371057;151;186
-;12233A;MTXCREFD;0;3593;K2CDWMTXCREFD;1707914795495216896;1423157402884509686;331;10;8;64;1;0;71;3;3471734717;208;85;0;239;1738119419;136;131
-;12233A;MTXCREFD;0;3593;K2CDWMTXCREFD;1707914795495216896;1423157402884509686;331;1;4;75;0;1;28;2;1911544171;109;146;1;212;-579805407;49;72
-;12233A;MTXCREFD;0;3593;K2CDWMTXCREFD;1707914795495216896;1423157402884509686;331;5;7;55;1;0;125;3;3657302934;144;188;0;121;-1186945535;143;123
-;12233A;MTXCREFD;0;3593;K2CDWMTXCREFD;1707914795495216896;1423157402884509686;331;6;5;184;3;3;13;2;3271926900;200;75;1;25;-927806485;231;124
-;12233A;MTXCREFD;0;3593;K2CDWMTXCREFD;1707914795495216896;1423157402884509686;331;1;2;61;0;3;166;0;2166510510;208;204;1;232;-1522205550;32;220
-;12233A;MTXCREFD;0;3594;K2CDWMTXCREFD;1707914795498297600;4068746936103318108;331;7;3;116;1;2;189;3;3877355866;14;1;0;98;1122065381;127;58
-;12233A;MTXCREFD;0;3594;K2CDWMTXCREFD;1707914795498297600;4068746936103318108;331;4;7;21;1;2;35;2;4106980647;65;220;0;40;1066529710;157;42
-;12233A;MTXCREFD;0;3594;K2CDWMTXCREFD;1707914795498297600;4068746936103318108;331;10;7;125;5;1;179;0;2734017741;35;50;1;217;1235003503;237;180
-;12233A;MTXCREFD;0;3594;K2CDWMTXCREFD;1707914795498297600;4068746936103318108;331;6;1;166;4;3;;0;2550639916;145;40;1;42;-1869603960;105;243
-;12233A;MTXCREFD;0;3594;K2CDWMTXCREFD;1707914795498297600;4068746936103318108;331;6;8;139;2;2;195;2;4084522510;10;134;0;187;40526960;36;113
-;12233A;MTXCREFD;0;3595;K2CDWMTXCREFD;1707914795501356032;16443564642649351029;331;7;5;89;2;2;28;3;3258106243;119;45;0;245;-1798451033;140;103
-;12233A;MTXCREFD;0;3595;K2CDWMTXCREFD;1707914795501356032;16443564642649351029;331;10;2;170;5;3;211;2;1928238243;32;60;1;106;1701629996;153;92
-;12233A;MTXCREFD;0;3595;K2CDWMTXCREFD;1707914795501356032;16443564642649351029;331;15;8;224;1;2;191;2;3384944714;119;161;0;35;-1999158730;252;65
-;12233A;MTXCREFD;0;3595;K2CDWMTXCREFD;1707914795501356032;16443564642649351029;331;8;2;237;4;2;227;3;895306980;171;88;0;126;1518312884;116;241
-;12233A;MTXCREFD;0;3595;K2CDWMTXCREFD;1707914795501356032;16443564642649351029;331;4;3;10;1;3;236;3;1205016461;99;16;1;142;-1955203679;246;229
-;12233A;MTXCREFD;0;3596;K2CDWMTXCREFD;1707914795504434176;4464861784401330004;331;99;4;98;6;3;91;3;4158240234;43;40;0;85;1619153608;116;61
-;12233A;MTXCREFD;0;3596;K2CDWMTXCREFD;1707914795504434176;4464861784401330004;331;5;8;73;4;3;0;2;3552678898;68;193;0;154;298856394;112;128
-;12233A;MTXCREFD;0;3596;K2CDWMTXCREFD;1707914795504434176;4464861784401330004;331;8;8;148;6;3;62;2;1752947499;16;9;0;32;-2134549392;133;134
-;12233A;MTXCREFD;0;3596;K2CDWMTXCREFD;1707914795504434176;4464861784401330004;331;11;3;59;5;3;9;3;1233234289;125;232;0;63;-1486160039;58;252
-;12233A;MTXCREFD;0;3596;K2CDWMTXCREFD;1707914795504434176;4464861784401330004;331;2;7;136;1;2;61;3;3645680909;23;209;1;82;1360796961;83;141
-;12233A;MTXCREFD;0;3597;K2CDWMTXCREFD;1707914795507498496;897209776451812354;331;4;6;247;4;0;100;0;3692671443;200;162;1;101;-146481222;;142
-;12233A;MTXCREFD;0;3597;K2CDWMTXCREFD;1707914795507498496;897209776451812354;331;6;4;41;0;0;233;2;3806727772;56;151;0;90;-1801743390;226;62
-;12233A;MTXCREFD;0;3597;K2CDWMTXCREFD;1707914795507498496;897209776451812354;331;8;7;118;4;2;1;0;4150940780;185;32;0;182;-151299831;198;52
-;12233A;MTXCREFD;0;3597;K2CDWMTXCREFD;1707914795507498496;897209776451812354;331;2;3;144;6;0;39;3;2468771985;92;75;0;183;156911538;;235
-;12233A;MTXCREFD;0;3597;K2CDWMTXCREFD;1707914795507498496;897209776451812354;331;17;5;204;4;2;157;3;1115121820;132;;1;62;878256813;214;112
-;12233A;MTXCREFD;0;3598;K2CDWMTXCREFD;1707914795510554368;8854628753451394758;331;15;3;152;0;3;57;2;1723518302;156;87;1;253;1267329323;126;186
-;12233A;MTXCREFD;0;3598;K2CDWMTXCREFD;1707914795510554368;8854628753451394758;331;11;6;4;0;2;218;2;2912197166;241;136;1;104;-887158274;37;73
-;12233A;MTXCREFD;0;3598;K2CDWMTXCREFD;1707914795510554368;8854628753451394758;331;15;2;163;1;0;231;0;2885924784;117;34;1;153;-48791243;155;112
-;12233A;MTXCREFD;0;3598;K2CDWMTXCREFD;1707914795510554368;8854628753451394758;331;4;6;;6;2;166;0;2292146181;195;172;0;211;-348730142;41;125
-;12233A;MTXCREFD;0;3598;K2CDWMTXCREFD;1707914795510554368;8854628753451394758;331;99;2;1;1;3;147;3;3789905336;44;184;1;176;-1484381921;148;153
-;12233A;MTXCREFD;0;3599;K2CDWMTXCREFD;1707914795513654272;17027054072409451167;331;17;4;196;0;1;245;2;212342100;131;243;1;51;-1104955128;40;52
-;12233A;MTXCREFD;0;3599;K2CDWMTXCREFD;1707914795513654272;17027054072409451167;331;17;7;192;1;0;102;2;1693657477;182;114;1;47;-1352631335;212;6
-;12233A;MTXCREFD;0;3599;K2CDWMTXCREFD;1707914795513654272;17027054072409451167;331;6;7;185;0;3;84;2;1969478033;245;10;0;66;-887106554;186;222
-;12233A;MTXCREFD;0;3599;K2CDWMTXCREFD;1707914795513654272;17027054072409451167;331;7;5;59;3;2;74;3;4278019596;38;96;1;156;-349108574;90;54
-;12233A;MTXCREFD;0;3599;K2CDWMTXCREFD;1707914795513654272;17027054072409451167;331;15;5;26;3;0;60;2;2648374732;6;125;1;237;243952738;119;240
-;12233A;MTXCREFD;0;3600;K2CDWMTXCREFD;1707914795516729088;10223684871058450777;331;14;7;182;4;3;114;3;2183902675;51;185;1;33;-1620064799;208;47
-;12233A;MTXCREFD;0;3600;K2CDWMTXCREFD;1707914795516729088;10223684871058450777;331;10;7;221;4;0;88;3;299736374;58;175;0;154;-1968042489;87;141
-;12233A;MTXCREFD;0;3600;K2CDWMTXCREFD;1707914795516729088;10223684871058450777;331;17;6;143;4;3;221;2;3712436160;27;100;1;64;52984656;56;3
-;12233A;MTXCREFD;0;3600;K2CDWMTXCREFD;1707914795516729088;10223684871058450777;331;1;3;159;6;0;170;3;255730608;12;106;0;100;937187057;175;85
-;12233A;MTXCREFD;0;3600;K2CDWMTXCREFD;1707914795516729088;10223684871058450777;331;17;7;248;1;0;223;2;858833954;42;70;0;48;950784848;221;36
-;12233A;MTXCREFD;0;3601;K2CDWMTXCREFD;1707914795519801856;3589422183535860494;331;7;8;176;3;0;138;2;3727958618;232;99;1;30;517792612;55;159
-;12233A;MTXCREFD;0;3601;K2CDWMTXCREFD;1707914795519801856;3589422183535860494;331;10;7;188;1;2;130;3;1766590658;157;164;0;222;1671995843;176;68
-;12233A;MTXCREFD;0;3601;K2CDWMTXCREFD;1707914795519801856;3589422183535860494;331;11;8;172;4;1;31;3;3880131409;242;156;1;160;1968503923;188;101
-;12233A;MTXCREFD;0;3601;K2CDWMTXCREFD;1707914795519801856;3589422183535860494;331;4;7;245;4;1;200;2;1874640534;63;2;0;20;1884879463;157;205
-;12233A;MTXCREFD;0;3601;K2CDWMTXCREFD;1707914795519801856;3589422183535860494;331;1;6;60;6;1;123;3;3267916396;172;172;0;100;-1411253860;161;18
-;12233A;MTXCREFD;0;3602;K2CDWMTXCREFD;1707914795522888960;4000589831484034539;331;17;8;101;5;0;178;2;1593632861;198;126;0;213;-1268089396;156;248
-;12233A;MTXCREFD;0;3602;K2CDWMTXCREFD;1707914795522888960;4000589831484034539;331;4;7;184;5;1;239;3;4249549560;192;247;0;241;-2126665144;234;222
-;12233A;MTXCREFD;0;3602;K2CDWMTXCREFD;1707914795522888960;4000589831484034539;331;14;8;20;5;1;222;2;3171356056;144;103;0;133;86610642;94;100
-;12233A;MTXCREFD;0;3602;K2CDWMTXCREFD;1707914795522888960;4000589831484034539;331;11;8;180;6;0;148;3;1522619214;9;21;1;38;-1262911528;40;78
-;12233A;MTXCREFD;0;3602;K2CDWMTXCREFD;1707914795522888960;4000589831484034539;331;99;6;111;1;2;19;2;2571994378;229;158;0;108;1838986532;234;249
-;12233A;MTXCREFD;0;3603;K2CDWMTXCREFD;1707914795525961728;2887069602477044427;331;15;7;91;3;0;181;3;490233617;247;207;1;207;-463037245;210;173
-;12233A;MTXCREFD;0;3603;K2CDWMTXCREFD;1707914795525961728;2887069602477044427;331;9;2;94;6;1;77;2;3188043451;137;76;0;134;-1331800706;125;113
-;12233A;MTXCREFD;0;3603;K2CDWMTXCREFD;1707914795525961728;2887069602477044427;331;14;7;158;4;3;210;0;3683196503;64;2;1;51;1960425766;31;100
-;12233A;MTXCREFD;0;3603;K2CDWMTXCREFD;1707914795525961728;2887069602477044427;331;1;2;85;0;2;229;2;2513410027;75;228;1;226;-1701857621;25;80
-;12233A;MTXCREFD;0;3603;K2CDWMTXCREFD;1707914795525961728;2887069602477044427;331;14;6;240;6;3;13;0;341495101;30;224;1;218;-172694746;204;52
-;12233A;MTXCREFD;0;3604;K2CDWMTXCREFD;1707914795529024256;1456863555630377937;331;11;2;222;5;1;146;0;3171799831;90;124;0;113;1898589172;181;50
-;12233A;MTXCREFD;0;3604;K2CDWMTXCREFD;1707914795529024256;1456863555630377937;331;1;6;42;0;2;154;2;2618060988;108;237;0;80;387169389;45;77
-;12233A;MTXCREFD;0;3604;K2CDWMTXCREFD;1707914795529024256;1456863555630377937;331;1;3;167;1;3;14;2;1664815132;177;153;1;146;-1221863159;114;202
-;12233A;MTXCREFD;0;3604;K2CDWMTXCREFD;1707914795529024256;1456863555630377937;331;6;8;162;0;3;96;2;100914737;145;83;1;213;-46009892;40;133
-;12233A;MTXCREFD;0;3604;K2CDWMTXCREFD;1707914795529024256;1456863555630377937;331;11;8;134;1;3;43;2;1612599991;154;16;1;120;2037315748;138;96
-;12233A;MTXCREFD;0;3605;K2CDWMTXCREFD;1707914795532094208;8224527605984990704;331;2;4;36;2;2;95;2;2778405033;81;8;1;109;1899324922;93;84
-;12233A;MTXCREFD;0;3605;K2CDWMTXCREFD;1707914795532094208;8224527605984990704;331;6;6;203;0;1;96;3;3396250326;74;188;1;18;1213045160;140;74
-;12233A;MTXCREFD;0;3605;K2CDWMTXCREFD;1707914795532094208;8224527605984990704;331;9;2;54;6;0;169;2;345503153;202;97;1;163;-339683962;229;131
-;12233A;MTXCREFD;0;3605;K2CDWMTXCREFD;1707914795532094208;8224527605984990704;331;14;2;155;6;1;39;2;2597297699;250;168;0;236;-2048028336;246;239
-;12233A;MTXCREFD;0;3605;K2CDWMTXCREFD;1707914795532094208;8224527605984990704;331;9;8;62;0;3;83;2;4018107226;69;216;0;243;-902453466;30;228
-;12233A;MTXCREFD;0;3606;K2CDWMTXCREFD;1707914795535162368;15216244520482052659;331;99;3;141;2;1;156;2;1741551276;247;128;1;21;-130443056;252;7
-;12233A;MTXCREFD;0;3606;K2CDWMTXCREFD;1707914795535162368;15216244520482052659;331;14;4;243;0;2;65;0;3604530597;91;82;1;151;1609236023;210;97
-;12233A;MTXCREFD;0;3606;K2CDWMTXCREFD;1707914795535162368;15216244520482052659;331;17;8;58;0;1;234;3;814438011;22;81;0;117;1101070512;127;159
-;12233A;MTXCREFD;0;3606;K2CDWMTXCREFD;1707914795535162368;15216244520482052659;331;1;5;111;5;0;88;2;2607773164;62;182;0;218;-1514225141;48;13
-;12233A;MTXCREFD;0;3606;K2CDWMTXCREFD;1707914795535162368;15216244520482052659;331;99;8;166;0;3;246;2;3465717759;100;76;0;28;-836519780;91;64
-;12233A;MTXCREFD;0;3607;K2CDWMTXCREFD;1707914795538247680;4068082033437834464;331;1;3;140;2;2;125;3;4145839941;245;51;0;240;1048623670;138;181
-;12233A;MTXCREFD;0;3607;K2CDWMTXCREFD;1707914795538247680;4068082033437834464;331;15;4;46;0;1;81;3;404558649;213;63;1;243;523734507;210;248
-;12233A;MTXCREFD;0;3607;K2CDWMTXCREFD;1707914795538247680;4068082033437834464;331;99;1;56;3;0;98;3;3757151035;31;19;1;155;1582805959;95;149
-;12233A;MTXCREFD;0;3607;K2CDWMTXCREFD;1707914795538247680;4068082033437834464;331;4;5;214;5;1;25;3;1109375229;236;76;1;97;-1693358130;70;191
-;12233A;MTXCREFD;0;3607;K2CDWMTXCREFD;1707914795538247680;4068082033437834464;331;7;2;71;3;3;153;3;1257739341;69;227;1;26;-1259702784;208;205
-;12233A;MTXCREFD;0;3608;K2CDWMTXCREFD;1707914795541322496;1554932535217377728;331;7;4;199;4;1;92;2;965659049;110;181;0;36;-2096151059;132;11
-;12233A;MTXCREFD;0;3608;K2CDWMTXCREFD;1707914795541322496;1554932535217377728;331;5;1;193;1;2;199;3;70283812;161;21;1;11;1953282023;161;78
-;12233A;MTXCREFD;0;3608;K2CDWMTXCREFD;1707914795541322496;1554932535217377728;331;4;4;110;6;3;90;2;4030012081;61;49;1;137;2084822041;52;93
-;12233A;MTXCREFD;0;3608;K2CDWMTXCREFD;1707914795541322496;1554932535217377728;331;9;6;231;1;3;126;2;3121070303;120;37;0;142;-1803203239;162;181
-;12233A;MTXCREFD;0;3608;K2CDWMTXCREFD;1707914795541322496;1554932535217377728;331;4;2;157;1;0;154;2;1430065104;49;90;1;221;1174095726;218;78
-;12233A;MTXCREFD;0;3609;K2CDWMTXCREFD;1707914795544393728;6199899050912427069;331;8;2;32;3;1;198;0;1718730709;114;105;0;201;1279194838;90;178
-;12233A;MTXCREFD;0;3609;K2CDWMTXCREFD;1707914795544393728;6199899050912427069;331;8;1;92;4;2;243;2;1132249187;136;187;0;222;1349812167;56;60
-;12233A;MTXCREFD;0;3609;K2CDWMTXCREFD;1707914795544393728;6199899050912427069;331;8;8;184;6;0;169;3;125575216;37;253;0;47;1392151414;151;56
-;12233A;MTXCREFD;0;3609;K2CDWMTXCREFD;1707914795544393728;6199899050912427069;331;9;6;205;6;1;111;3;3120444416;221;95;0;209;211417813;208;28
-;12233A;MTXCREFD;0;3609;K2CDWMTXCREFD;1707914795544393728;6199899050912427069;331;2;5;230;6;2;78;3;2243247537;35;99;0;102;1766030345;76;13
-;12233A;MTXCREFD;0;3610;K2CDWMTXCREFD;1707914795547462656;505956382234913535;331;1;4;109;1;1;162;0;1516322479;128;211;0;113;1347251168;48;105
-;12233A;MTXCREFD;0;3610;K2CDWMTXCREFD;1707914795547462656;505956382234913535;331;7;4;61;2;3;230;2;3462299959;224;45;0;225;1434690616;180;28
-;12233A;MTXCREFD;0;3610;K2CDWMTXCREFD;1707914795547462656;505956382234913535;331;7;7;40;5;0;232;3;4131824575;155;228;0;109;1083022662;148;153
-;12233A;MTXCREFD;0;3610;K2CDWMTXCREFD;1707914795547462656;505956382234913535;331;17;2;228;6;1;189;3;1397485123;172;208;0;123;821587399;59;45
-;12233A;MTXCREFD;0;3610;K2CDWMTXCREFD;1707914795547462656;505956382234913535;331;17;2;104;1;2;126;3;3964421957;83;13;1;121;1101280755;62;113
-;12233A;MTXCREFD;0;3611;K2CDWMTXCREFD;1707914795550532352;10129446336461872773;331;99;6;137;0;1;133;0;2179931391;47;251;0;199;-985404374;51;120
-;12233A;MTXCREFD;0;3611;K2CDWMTXCREFD;1707914795550532352;10129446336461872773;331;7;5;9;1;0;4;2;3894699463;236;41;0;58;-1130290698;15;58
-;12233A;MTXCREFD;0;3611;K2CDWMTXCREFD;1707914795550532352;10129446336461872773;331;1;5;38;4;0;251;3;3082849008;105;159;0;234;-626874540;178;31
-;12233A;MTXCREFD;0;3611;K2CDWMTXCREFD;1707914795550532352;10129446336461872773;331;6;4;91;3;3;234;0;109880748;118;209;1;43;692458830;12;166
-;12233A;MTXCREFD;0;3611;K2CDWMTXCREFD;1707914795550532352;10129446336461872773;331;11;8;131;0;2;37;2;2800059481;153;183;1;230;-1491276545;213;91
-;12233A;MTXCREFD;0;3612;K2CDWMTXCREFD;1707914795553603072;10217710318180006524;331;6;4;44;5;0;77;0;2766565923;96;235;1;44;-399869317;61;155
-;12233A;MTXCREFD;0;3612;K2CDWMTXCREFD;1707914795553603072;10217710318180006524;331;9;3;56;1;2;59;0;950086920;71;144;1;209;-1511168332;26;136
-;12233A;MTXCREFD;0;3612;K2CDWMTXCREFD;1707914795553603072;10217710318180006524;331;5;7;240;4;2;109;2;395136927;93;61;0;212;-2055709022;216;117
-;12233A;MTXCREFD;0;3612;K2CDWMTXCREFD;1707914795553603072;10217710318180006524;331;9;3;205;6;0;139;0;2962056315;16;53;1;117;923926050;89;162
-;12233A;MTXCREFD;0;3612;K2CDWMTXCREFD;1707914795553603072;10217710318180006524;331;17;2;63;3;0;88;2;3749262747;59;185;0;162;-1993983168;225;115
-;12233A;MTXCREFD;0;3613;K2CDWMTXCREFD;1707914795556679168;15908157498208601704;331;1;4;47;6;2;137;2;3633401387;;80;1;49;1633610399;197;17
-;12233A;MTXCREFD;0;3613;K2CDWMTXCREFD;1707914795556679168;15908157498208601704;331;2;6;4;0;0;153;0;1427757515;117;24;0;75;-1131397713;222;213
-;12233A;MTXCREFD;0;3613;K2CDWMTXCREFD;1707914795556679168;15908157498208601704;331;11;1;52;4;3;117;0;12166935;156;155;0;130;-33632252;70;92
-;12233A;MTXCREFD;0;3613;K2CDWMTXCREFD;1707914795556679168;15908157498208601704;331;17;7;182;6;0;25;0;1725765881;75;177;1;12;-1722891806;59;123
-;12233A;MTXCREFD;0;3613;K2CDWMTXCREFD;1707914795556679168;15908157498208601704;331;9;4;11;1;1;231;2;229543863;211;156;0;13;-355161181;42;231
-;12233A;MTXCREFD;0;3614;K2CDWMTXCREFD;1707914795559732480;3059280803669712585;331;1;2;38;2;0;244;0;2673141015;172;146;0;171;-493028357;57;81
-;12233A;MTXCREFD;0;3614;K2CDWMTXCREFD;1707914795559732480;3059280803669712585;331;4;5;94;1;0;45;0;416323837;141;190;1;194;-458418637;241;39
-;12233A;MTXCREFD;0;3614;K2CDWMTXCREFD;1707914795559732480;3059280803669712585;331;7;7;245;5;1;176;0;335127181;105;224;1;178;59410470;4;220
-;12233A;MTXCREFD;0;3614;K2CDWMTXCREFD;1707914795559732480;3059280803669712585;331;4;6;99;5;2;227;3;2702610664;119;62;1;176;306288323;69;19
-;12233A;MTXCREFD;0;3614;K2CDWMTXCREFD;1707914795559732480;3059280803669712585;331;7;4;232;3;3;74;3;2524884407;134;140;1;64;-1274960596;39;106
-;12233A;MTXCREFD;0;3615;K2CDWMTXCREFD;1707914795562793728;5910026329288376837;331;99;1;181;6;3;111;3;2695093666;238;232;0;144;-346199803;79;112
-;12233A;MTXCREFD;0;3615;K2CDWMTXCREFD;1707914795562793728;5910026329288376837;331;1;7;130;2;0;100;3;3846379616;209;240;0;93;-641478176;28;13
-;12233A;MTXCREFD;0;3615;K2CDWMTXCREFD;1707914795562793728;5910026329288376837;331;7;1;236;0;3;182;2;3713315446;72;224;1;45;367761674;93;253
-;12233A;MTXCREFD;0;3615;K2CDWMTXCREFD;1707914795562793728;5910026329288376837;331;4;3;6;3;1;11;2;644810949;140;207;1;167;-1096731774;199;248
-;12233A;MTXCREFD;0;3615;K2CDWMTXCREFD;1707914795562793728;5910026329288376837;331;14;8;190;6;0;18;3;2719771960;0;116;0;240;1715459798;240;134
-;12233A;MTXCREFD;0;3616;K2CDWMTXCREFD;1707914795565865728;8731438472436928740;331;15;1;199;3;2;104;3;4250615991;149;40;1;51;-2013868563;244;140
-;12233A;MTXCREFD;0;3616;K2CDWMTXCREFD;1707914795565865728;8731438472436928740;331;17;5;163;4;1;175;2;1568631001;181;24;0;179;-1110261616;112;189
-;12233A;MTXCREFD;0;3616;K2CDWMTXCREFD;1707914795565865728;8731438472436928740;331;9;4;228;6;0;141;0;1303419855;32;76;1;212;-1176123460;157;60
-;12233A;MTXCREFD;0;3616;K2CDWMTXCREFD;1707914795565865728;8731438472436928740;331;15;7;169;0;2;159;2;2155822102;169;245;0;177;-1222215282;144;162
-;12233A;MTXCREFD;0;3616;K2CDWMTXCREFD;1707914795565865728;8731438472436928740;331;11;7;156;6;1;73;3;1126894971;90;244;1;195;-360991616;253;2
-;12233A;MTXCREFD;0;3617;K2CDWMTXCREFD;1707914795568932608;11777948549930155552;331;9;2;230;3;3;101;3;3922002663;172;141;1;61;-620826925;177;149
-;12233A;MTXCREFD;0;3617;K2CDWMTXCREFD;1707914795568932608;11777948549930155552;331;11;1;206;4;2;205;0;2723403059;226;;1;92;1957104961;159;221
-;12233A;MTXCREFD;0;3617;K2CDWMTXCREFD;1707914795568932608;11777948549930155552;331;5;3;247;0;0;53;2;2834576464;18;171;0;162;-1147122741;166;
-;12233A;MTXCREFD;0;3617;K2CDWMTXCREFD;1707914795568932608;11777948549930155552;331;10;7;196;6;3;37;2;737273556;214;73;1;141;-278252227;23;70
-;12233A;MTXCREFD;0;3617;K2CDWMTXCREFD;1707914795568932608;11777948549930155552;331;4;2;84;1;2;222;2;3193192619;179;235;1;181;221756957;252;146
-;12233A;MTXCREFD;0;3618;K2CDWMTXCREFD;1707914795571998720;14161944721567939616;331;4;1;172;1;3;241;2;1795532138;243;141;0;93;-2088923413;111;61
-;12233A;MTXCREFD;0;3618;K2CDWMTXCREFD;1707914795571998720;14161944721567939616;331;9;8;76;3;2;172;2;1773094788;189;228;0;1;-643887184;48;1
-;12233A;MTXCREFD;0;3618;K2CDWMTXCREFD;1707914795571998720;14161944721567939616;331;17;3;247;3;2;71;2;3301411432;220;103;0;208;-2088994303;120;65
-;12233A;MTXCREFD;0;3618;K2CDWMTXCREFD;1707914795571998720;14161944721567939616;331;8;1;85;2;3;72;2;3939126093;193;129;0;44;772702470;42;193
-;12233A;MTXCREFD;0;3618;K2CDWMTXCREFD;1707914795571998720;14161944721567939616;331;4;3;245;0;3;245;0;3713735905;220;131;0;213;167539594;91;228
-;12233A;MTXCREFD;0;3619;K2CDWMTXCREFD;1707914795575084544;2204766551472952906;331;8;2;78;5;0;145;2;3699389870;67;123;1;31;-1009654041;170;225
-;12233A;MTXCREFD;0;3619;K2CDWMTXCREFD;1707914795575084544;2204766551472952906;331;15;3;33;0;1;115;3;1297046756;48;31;0;59;-325520484;45;204
-;12233A;MTXCREFD;0;3619;K2CDWMTXCREFD;1707914795575084544;2204766551472952906;331;5;8;105;3;0;237;2;3463908450;164;191;1;62;436368219;151;158
-;12233A;MTXCREFD;0;3619;K2CDWMTXCREFD;1707914795575084544;2204766551472952906;331;10;1;193;4;0;52;2;1641188442;107;46;1;200;-572430409;176;150
-;12233A;MTXCREFD;0;3619;K2CDWMTXCREFD;1707914795575084544;2204766551472952906;331;2;1;246;1;1;217;3;2724985255;248;157;0;155;-1180121152;51;37
-;12233A;MTXCREFD;0;3620;K2CDWMTXCREFD;1707914795578166016;621365489775854816;331;4;7;70;2;2;226;3;1201076345;205;98;0;163;443191376;96;142
-;12233A;MTXCREFD;0;3620;K2CDWMTXCREFD;1707914795578166016;621365489775854816;331;8;6;54;0;3;182;3;4067877638;154;121;1;71;-1504380276;124;223
-;12233A;MTXCREFD;0;3620;K2CDWMTXCREFD;1707914795578166016;621365489775854816;331;4;6;65;2;3;92;3;3792549510;127;110;1;29;1214135930;181;69
-;12233A;MTXCREFD;0;3620;K2CDWMTXCREFD;1707914795578166016;621365489775854816;331;99;4;110;4;3;157;2;2720763504;220;82;0;30;-651190722;188;240
-;12233A;MTXCREFD;0;3620;K2CDWMTXCREFD;1707914795578166016;621365489775854816;331;10;1;57;3;3;233;3;559187164;135;208;0;190;730014136;104;46
-;12233A;MTXCREFD;0;3621;K2CDWMTXCREFD;1707914795581248768;1793501399695862336;331;4;4;21;1;1;43;3;3022462289;12;116;1;132;-185762775;87;185
-;12233A;MTXCREFD;0;3621;K2CDWMTXCREFD;1707914795581248768;1793501399695862336;331;17;7;112;3;0;40;3;2849482769;100;2;1;81;623531813;217;118
-;12233A;MTXCREFD;0;3621;K2CDWMTXCREFD;1707914795581248768;1793501399695862336;331;1;4;237;0;2;153;2;2906918984;109;129;0;84;-1266776753;73;33
-;12233A;MTXCREFD;0;3621;K2CDWMTXCREFD;1707914795581248768;1793501399695862336;331;6;1;99;1;3;74;2;1759893245;81;170;1;204;-225980527;81;236
-;12233A;MTXCREFD;0;3621;K2CDWMTXCREFD;1707914795581248768;1793501399695862336;331;2;8;230;5;2;19;2;724296837;36;24;0;231;1340485194;75;70
-;12233A;MTXCREFD;0;3622;K2CDWMTXCREFD;1707914795584332032;9013224698287019789;331;99;6;169;0;2;133;2;426027807;48;249;0;228;-538949534;104;3
-;12233A;MTXCREFD;0;3622;K2CDWMTXCREFD;1707914795584332032;9013224698287019789;331;2;4;170;6;3;185;0;1972810977;143;213;0;138;800547930;131;232
-;12233A;MTXCREFD;0;3622;K2CDWMTXCREFD;1707914795584332032;9013224698287019789;331;2;3;137;6;3;239;3;2086483838;19;20;1;120;561925539;40;79
