'768715101':'HDR_MIC': 'ATFX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '266897078074289146', 'ENR_INSTRUMENTGROUPCODE': '8i', 'ENR_OFFICIALSEGMENT': 'jweKtK9l5vG8XbCm8RI2ry1MznVv38SviM5P5sSN6ObljU1i3f5WmzCKYx4yWlqy2k1bJy', 'ENR_TRADINGCURRENCY': 'eRU', 'ENR_CURRENCYCOEFFICIENT': '3936869548', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '4082490661', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'354837546':'HDR_MIC': 'SEDX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '13604799834562389145', 'ENR_INSTRUMENTGROUPCODE': 'nq', 'ENR_OFFICIALSEGMENT': 'Wv82OA0jtClZKepHbcZzdD0qswfPYjRcQ3R1S9aUewlGrftdi3DFinN5V6N8fZe5BZCfLo', 'ENR_TRADINGCURRENCY': 'ach', 'ENR_CURRENCYCOEFFICIENT': '4169615792', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '1667891578', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'571771961':'HDR_MIC': 'SEDX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '5683707346998751134', 'ENR_INSTRUMENTGROUPCODE': 'ep', 'ENR_OFFICIALSEGMENT': 'nM4lmPRpouklbuo44cS5rwoO43XxTjZmnBJTEmZ4h6eLmxMTvcBsrBiJO1UrGPqgG8W6No', 'ENR_TRADINGCURRENCY': 'Iju', 'ENR_CURRENCYCOEFFICIENT': '3605301586', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '2419071390', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'765519849':'HDR_MIC': 'SEDX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '741129824976247114', 'ENR_INSTRUMENTGROUPCODE': 'V4', 'ENR_OFFICIALSEGMENT': 'chHa6bIIiZTLJo7rACHr2Ieb9atyEAmamnhMWEeRB4m6iezgRFDMqi4Uh93DkPOtnL9RZd', 'ENR_TRADINGCURRENCY': 'Fef', 'ENR_CURRENCYCOEFFICIENT': '2845345562', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '3018145225', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'41437899':'HDR_MIC': 'SEDX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '4877442485009327040', 'ENR_INSTRUMENTGROUPCODE': 'N4', 'ENR_OFFICIALSEGMENT': 'BH9BigX6VIVD0miBMBclwv9tbzoMnFvyMeButt22tC7gZ78l6IY7Uz7GlwEucfIQ7YCjPD', 'ENR_TRADINGCURRENCY': 'Ejj', 'ENR_CURRENCYCOEFFICIENT': '2610298077', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '3847417095', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'624214946':'HDR_MIC': 'ABCD', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '11552654860280982924', 'ENR_INSTRUMENTGROUPCODE': 'o4', 'ENR_OFFICIALSEGMENT': 'slUFfWqNLrwNHI1iSdCkGni0lGVV9NFTo3Mgl3gZUaowrDecGpXRDT5ItiutYfbNu5fG2D', 'ENR_TRADINGCURRENCY': 'L11', 'ENR_CURRENCYCOEFFICIENT': '139323470', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '3933947039', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'768903345':'HDR_MIC': 'ABCD', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '13650177468502622000', 'ENR_INSTRUMENTGROUPCODE': '8R', 'ENR_OFFICIALSEGMENT': 'IZpA9WEMNZv0J2qidLhxN9rONaX5RwUp7LKhfXM8qXYag3oNtYoR4BK89kZkFwon7eOBI2', 'ENR_TRADINGCURRENCY': 'cTs', 'ENR_CURRENCYCOEFFICIENT': '4193006520', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '3232374376', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'315339150':'HDR_MIC': 'ABCD', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '16567839055525559032', 'ENR_INSTRUMENTGROUPCODE': 'ms', 'ENR_OFFICIALSEGMENT': 'RfdgZO6lprsO70UiSpDxvB3wED82l0tyPj1KouBGYbl63kmeuOu1Ir0ZzAEo7lZLvUS0u4', 'ENR_TRADINGCURRENCY': '7MW', 'ENR_CURRENCYCOEFFICIENT': '2798970869', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '2333845261', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'880078379':'HDR_MIC': 'XDMI', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '1434939254082355546', 'ENR_INSTRUMENTGROUPCODE': '47', 'ENR_OFFICIALSEGMENT': 'jTjKYQIzCLMIoy0DEdEJZrERSYoX1YnReQPfa04AMBCE31CTlzRXOVJhNkJbEVw8x7S8Ns', 'ENR_TRADINGCURRENCY': 'fu8', 'ENR_CURRENCYCOEFFICIENT': '1342121182', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '3094473980', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'762062763':'HDR_MIC': 'ABCD', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '3644559844241529103', 'ENR_INSTRUMENTGROUPCODE': 'le', 'ENR_OFFICIALSEGMENT': '9l6Ita4H2jn7fc4ofS1CJefQmxMyFTNAdjWNn42QIeYoFg8vq1og7ZGso0dgmvGcCz3eWH', 'ENR_TRADINGCURRENCY': 'Zm5', 'ENR_CURRENCYCOEFFICIENT': '1853132841', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '4293924547', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'958128478':'HDR_MIC': 'ETFP', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '15870838569435904952', 'ENR_INSTRUMENTGROUPCODE': 'pi', 'ENR_OFFICIALSEGMENT': '6tS9xyD58gMSHj5oABtq0U1jeUIZfAnzwtUE0wP8Mjie7c4QgwbUNepgwIPck0OMBuKp6W', 'ENR_TRADINGCURRENCY': '21q', 'ENR_CURRENCYCOEFFICIENT': '580210742', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '4013051584', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'993224417':'HDR_MIC': 'ETFP', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '11773808196081417067', 'ENR_INSTRUMENTGROUPCODE': 'LG', 'ENR_OFFICIALSEGMENT': 'J0df4zZIrnByZSOZVQA3ZNxQrO7DPfCKnCt128jz9Whke4KYRjUvIccBXitL29Xf9ol2dS', 'ENR_TRADINGCURRENCY': 'LOJ', 'ENR_CURRENCYCOEFFICIENT': '3263351655', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '1338195933', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'944323497':'HDR_MIC': 'ATFX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '2197614320122933494', 'ENR_INSTRUMENTGROUPCODE': 'FU', 'ENR_OFFICIALSEGMENT': 'vBUR4ZtLzc4weT3I5Qv1F7Jz716ykLGw1gMuPydSZkOXznNMlY6xOjLmARFkXSTPDeCKcc', 'ENR_TRADINGCURRENCY': 'dbq', 'ENR_CURRENCYCOEFFICIENT': '3442516015', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '758568016', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'687820829':'HDR_MIC': 'MOTX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '6879535445576783198', 'ENR_INSTRUMENTGROUPCODE': 'tX', 'ENR_OFFICIALSEGMENT': '880Ep7dC6otTmUc5gF12hyCXn9dqJF3ExE5KkydsJLFSjIAJjhZvjD0qycqyBXmDnVFewr', 'ENR_TRADINGCURRENCY': '2Kc', 'ENR_CURRENCYCOEFFICIENT': '1744737449', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '338990475', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'542212191':'HDR_MIC': 'SEDX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '14324812313368930972', 'ENR_INSTRUMENTGROUPCODE': 'om', 'ENR_OFFICIALSEGMENT': 'c1uuArs4e0ZYHf8Hg9ng85DEdL7EUnzWlPv9NQ7iHgNnRPmU37jBs4xvMnhRkwOm47Cccp', 'ENR_TRADINGCURRENCY': 'K1I', 'ENR_CURRENCYCOEFFICIENT': '957906397', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '1372775908', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'773384389':'HDR_MIC': 'ETFP', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '5522568490991218310', 'ENR_INSTRUMENTGROUPCODE': '89', 'ENR_OFFICIALSEGMENT': 'khRCdmhRNrgEfNKothjYKHmn7yuzyW8QDzLPbd3DINRwDHcvY8FDJdA19xKlpW2pPPbbhT', 'ENR_TRADINGCURRENCY': 'HaX', 'ENR_CURRENCYCOEFFICIENT': '874078754', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '1133637383', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'487911392':'HDR_MIC': 'XMOT', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '16326185390817402054', 'ENR_INSTRUMENTGROUPCODE': 'P9', 'ENR_OFFICIALSEGMENT': 'F4ivigLIrPwpcWfgdmkbIkD96RvhC1QhhNYtN30UQGJVTbs17hTf8JVCSDEtmZJx3rM95e', 'ENR_TRADINGCURRENCY': 'M5p', 'ENR_CURRENCYCOEFFICIENT': '2175342837', 'ENR_TRADINGCURRENCYINDICATOR': '1', 'ENR_POOLFACTOR': '691508342', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'330454191':'HDR_MIC': 'MTAA', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '3719974924905300726', 'ENR_INSTRUMENTGROUPCODE': 'XM', 'ENR_OFFICIALSEGMENT': 'jB8tRkgGO4jtJXoXQIr0V8xIIV88n130DvS4A6LogFMwukevgRhbGI0YQvqdU5DxCazmM2', 'ENR_TRADINGCURRENCY': '1K7', 'ENR_CURRENCYCOEFFICIENT': '4181483227', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '1947319333', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'577265363':'HDR_MIC': 'ETLX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '17038630954790900019', 'ENR_INSTRUMENTGROUPCODE': 'BG', 'ENR_OFFICIALSEGMENT': 'wufBdvc2f0ap17FPYPHfdelr7IaY0UqqHeN1EpCDmNABkYZ450Rbol7F1IVPvNdS7yEP8F', 'ENR_TRADINGCURRENCY': 'DXt', 'ENR_CURRENCYCOEFFICIENT': '2810650698', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '3380190096', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'40139414':'HDR_MIC': 'EXGM', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '1946574016199202419', 'ENR_INSTRUMENTGROUPCODE': 'Cr', 'ENR_OFFICIALSEGMENT': 'wLg8f7p3JaH9cPmMfCCqWxKkghBi5sHnsiiZGVC3VbX9kooh2JUlBvRB1mktOcbbcWLEqJ', 'ENR_TRADINGCURRENCY': 'nX5', 'ENR_CURRENCYCOEFFICIENT': '1535288690', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '3756389310', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'854171136':'HDR_MIC': 'XMOT', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '9223372036854775807', 'ENR_INSTRUMENTGROUPCODE': 'Cy', 'ENR_OFFICIALSEGMENT': 'f8Lbb9JZ7O7Gwi20iSsSO9Cba5pCP0YgmPdsyK337Q9uD7H3JymHsvNq3PIjzwNPAMF5aT', 'ENR_TRADINGCURRENCY': 'u8D', 'ENR_CURRENCYCOEFFICIENT': '2147483647', 'ENR_TRADINGCURRENCYINDICATOR': '127', 'ENR_POOLFACTOR': '4294967284', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'304152982':'HDR_MIC': 'SEDX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': None, 'ENR_INSTRUMENTGROUPCODE': 'hq', 'ENR_OFFICIALSEGMENT': '8jVfieJXJpV1K8NUtdBXWEs1xlRq9p3m7X7CNb0Sx3MU2u75rIJiJrlslOwJM7EQU5y8tU', 'ENR_TRADINGCURRENCY': 'R5d', 'ENR_CURRENCYCOEFFICIENT': '4294967293', 'ENR_TRADINGCURRENCYINDICATOR': '253', 'ENR_POOLFACTOR': None, 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'225974287':'HDR_MIC': 'MTAA', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '2', 'ENR_INSTRUMENTGROUPCODE': '7Y', 'ENR_OFFICIALSEGMENT': 'F9ZIkABhUOGHhxQckbPzh6g3fmvAOPZtuxlncvnwz9peMGTa35MnLmQeg4vcg0STmykArl', 'ENR_TRADINGCURRENCY': 'FVk', 'ENR_CURRENCYCOEFFICIENT': '1', 'ENR_TRADINGCURRENCYINDICATOR': '254', 'ENR_POOLFACTOR': '4294967293', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'189474699':'HDR_MIC': 'ETFP', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': None, 'ENR_INSTRUMENTGROUPCODE': 'yR', 'ENR_OFFICIALSEGMENT': 'wzHVfmb0YtvdhVLVlBUbaKCRsIegwDV1R9UNs2iAoBIudXyrqNXLqFX8voc6wsHd0b4lgY', 'ENR_TRADINGCURRENCY': '3rR', 'ENR_CURRENCYCOEFFICIENT': None, 'ENR_TRADINGCURRENCYINDICATOR': '251', 'ENR_POOLFACTOR': '0', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'355525551':'HDR_MIC': 'SEDX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '18446744073709551612', 'ENR_INSTRUMENTGROUPCODE': '8n', 'ENR_OFFICIALSEGMENT': '6EdEl6DJL4CHIU9Ra3uHjoJ2tIR8YEYVD8WPMSp5HRGUjr9BYVPFjHxJ4WjN0voO8y4Nh7', 'ENR_TRADINGCURRENCY': '7st', 'ENR_CURRENCYCOEFFICIENT': '4294967284', 'ENR_TRADINGCURRENCYINDICATOR': '251', 'ENR_POOLFACTOR': '2147483647', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'125257059':'HDR_MIC': 'EXGM', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '1', 'ENR_INSTRUMENTGROUPCODE': '7h', 'ENR_OFFICIALSEGMENT': 'YAkKsipOtNK2wHtdKJBh35rOLWPJ5zKwz61qXiU2h1zJheU9svt032rQUc7H5yNjEH34jO', 'ENR_TRADINGCURRENCY': 'ECy', 'ENR_CURRENCYCOEFFICIENT': '0', 'ENR_TRADINGCURRENCYINDICATOR': '127', 'ENR_POOLFACTOR': '1', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'836350944':'HDR_MIC': 'MTAA', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '18446744073709551613', 'ENR_INSTRUMENTGROUPCODE': 'zt', 'ENR_OFFICIALSEGMENT': 'NTlbszIfYkRHBibTNnBiPptZ1J17au4830es8zhgFQsp54vP3Cy8c0pZYI40w1scUJlVni', 'ENR_TRADINGCURRENCY': 'R9T', 'ENR_CURRENCYCOEFFICIENT': '4294967293', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '4294967291', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'687165927':'HDR_MIC': 'XMOT', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '18446744073709551614', 'ENR_INSTRUMENTGROUPCODE': 'gH', 'ENR_OFFICIALSEGMENT': 'YqkrtmeMPkRY4PsP7oGxllkcfoOfNvBVYMJCCCPPO0fMeLhHnNmt1zbZR8dtkcLPTHxLP2', 'ENR_TRADINGCURRENCY': '612', 'ENR_CURRENCYCOEFFICIENT': '4294967294', 'ENR_TRADINGCURRENCYINDICATOR': '251', 'ENR_POOLFACTOR': '4294967294', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'969692305':'HDR_MIC': 'ATFX', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '0', 'ENR_INSTRUMENTGROUPCODE': 'uj', 'ENR_OFFICIALSEGMENT': 'GLPdGOYNx4zBgbDC1wtRx1klDjOwrSsQRUf21VfGqhYEczwWHbxAeP1YyJHfDsDGtZgJ7H', 'ENR_TRADINGCURRENCY': 'kPH', 'ENR_CURRENCYCOEFFICIENT': '4294967294', 'ENR_TRADINGCURRENCYINDICATOR': '0', 'ENR_POOLFACTOR': '4294967293', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
'142043921':'HDR_MIC': 'MTAH', 'ENR_ISIN': 'DSS_CDW_test', 'ENR_PRICEDECIMALS': '7', 'ENR_AMOUNTDECIMALS': '7', 'ENR_QUANTITYDECIMALS': '7', 'ENR_INSTRUMENTID': '18446744073709551612', 'ENR_INSTRUMENTGROUPCODE': 'GY', 'ENR_OFFICIALSEGMENT': 'cFOR1cVJ7MtXpi5RnS6p6mB2HGb6CRGcAxzLaYwmDkgkEKnGzpQsGz8Atlbfe3SZ2qtJqi', 'ENR_TRADINGCURRENCY': 'll3', 'ENR_CURRENCYCOEFFICIENT': '4294967291', 'ENR_TRADINGCURRENCYINDICATOR': '244', 'ENR_POOLFACTOR': '4294967294', 'ENR_INSTRUMENTDECIMALSRATIO': '7'
